Id|meetup_id|name|member_count|join_mode|description|created|categories
1333|29155866|landscape painters|17|open|En plain air painting group Exploring the locality with easel and paints Being creative outdoors Looking for people to suggest meet up venues once a month|2018-07-07|['Arts & Culture']
1334|25806799|Tarot Psychic Development Course|46|open|Learn the secrets of the Tarot with Catherine Woods Ireland s top psychic and spiritual healer Covering interpretation of the 78 tarot cards meaning and divination Covering astrology aura work numerology and all will receive a weekly reading All in a friendly relaxed environment Make new friends good social aspect lunch after class arranged nights out etc Contact me on my mobile number 086 2730399|2017-09-06|['New Age & Spirituality', 'Paranormal', 'Religion & Beliefs']
1335|25799439|Dublin Men's Empowerment Group|91|open|This is a group for men who are looking for a safe non judgemental place to share their experiences about the challenges of being a man|2017-09-06|['Health & Wellbeing', 'Support']
1336|19151021|FinDig = Funds Industry Innovation Meetup Group|787|open|This is a group for anyone interested in innovation within the Funds Industry in Ireland Ireland has established itself as the world center for Fund Administration and associated services In this group we ll explore innovation related to the Funds Industry and will have two to three guest speakers at each meetup Speakers will be followed by time to network and share ideas|2015-11-24|['Career & Business']
1337|14178352|Mozilla Ireland|89|open|Our site Mailing List Mozilla Ireland Mailinglist IRC Network Moznet Channel mozireland Get set up by following this tutorial Social Media Facebook Twitter Google Mozilla is a team effort that comprises of everyday individuals who come from all walks of life and diversity for a common goal to keep the web as we know it open and publicly accessible for all You do not have to be a programmer or even understand code in order to get involved with Mozilla if you are passionate about our Mission then welcome The Irish Community was founded in 2012 when as a small group of passionate people from other communities and Mozillians got together to build a site and a community based on the Mozilla Mission The goal this community like many other Mozilla Communities is to provide a regional base for all things Mozilla with Localisation of software in the Irish Language to work in promoting Mozilla and the importance of a open and free web in Ireland Want to get involved Or have a query Just Get in touch|2014-04-29|['Tech']
1338|25789419|都柏林粵語 Dublin Cantonese speakers.|29|open|People who enjoy speaking Cantonese and who live near Dublin|2017-09-05|['Language & Ethnic Identity']
1339|25786383|Timeless Wisdom & Awareness|48|open|This is a group for everyone interested in personal development self exploration holistic spirituality For those who are awakening to a higher level of consciousness or who are seeking enlightenment and fulfilment this meetup could be for you As we evolve and grow individually there can often be a feeling of isolation and loneliness We would like to be able to share our learning and discoveries with others This group has been created for just that purpose We look forward to meeting you|2017-09-05|['New Age & Spirituality', 'Paranormal', 'Religion & Beliefs']
1340|25781683|Irish Information Security Meetup|109|open|This is a group for anyone interested in the ways in which information security and new data protection legislation is shaping the business landscape|2017-09-05|['Tech']
1341|19147770|GDG Dublin|1888|open|GDG Dublin Google Developer Group meets on the last Tuesday of the month in Google HQ in Dublin The typical meeting format is a 18 30 kick off with some food followed by talks and Q A until around 21 00 The group has a broad scope covering issues from cloud to mobile and everything in between while the group does have some bias towards the many innovative technologies developed by Google the group is generally very open this manifests in terms of interest in alternative and complementary technologies to those offered by Google technologies which are not Google specific eg HTML5 and engaging with other companies The group also organises hackathons codelabs workshop from time to time The group s activities are generally free and all are welcome Disclaimer GDG Dublin is an independent group our activities and the opinions expressed here should in no way be linked to Google the corporation|2015-11-23|['Tech']
1342|25779188|Viking Voices Toastmasters,|50|open|Anyone who wants to learn a Public Speaking b be a leader c Presentations Communication skills d Meet like minded people|2017-09-05|['Career & Business']
1343|25772276|Migrant Women United|142|approval|Migrant women in Ireland working together to support each other and the wider society|2017-09-04|['Language & Ethnic Identity']
1344|25771976|Dublin Public Speaking Meetup|50|open|This a for anyone who wants to improve their presentation skills communication skills and leadership roles From chairng a meeting organising events being part of a committee|2017-09-04|['Career & Business']
1345|25768340|Mindfulness Course - 8 week MBSR programme|70|open|Living mindfully means being fully present in the here and now It is the practice of slowing down and paying attention so that we don t miss the precious moments in our lives and can equally learn to deal more effectively with those times that may be stressful Mindfulness Based Stress Reduction MBSR is an 8 week programme created and pioneered in the USA by Dr Jon Kabat Zinn over the past 35 years This course is strongly evidenced base for assisting participants in managing stress low mood depression anxiety illness pain Studies have shown that committed participation in an MBSR course can often lead to lasting positive effects on health and wellbeing This 8 week course will introduce participants to different forms of mindfulness practice including sitting meditation body awareness and gentle mindful movement As the emphasis is on bringing mindfulness into everyday life home practice will be an important aspect of the course|2017-09-04|['Health & Wellbeing', 'Support']
1346|19140096|Headless Awareness Dublin|70|open|This group is about waking up to a new level of awareness based on the teaching of the English Philosopher Douglas Harding founder of The Headless Way For more information see www headless org We expect that someone who would want to join us would be interested in spiritual awakening The approach is both contemporary and practical and while it is compatible with all spiritual traditions it may have particular relevance to someone of a modern or post modern disposition A typical meeting will involve some teaching some experiments devised by Douglas Harding to access a higher state of awareness and also some discussion There are a number of people in Ireland who already have experience of the Headless Way and these meetings will provide them with an opportunity to meet with other like minded individuals refresh their understanding of the teaching and support one another|2015-11-20|['New Age & Spirituality', 'Paranormal', 'Religion & Beliefs']
1347|14155082|Dublin Travel Lovers|1776|open|This is a group for anyone who loves travel and wants to make new friends Join to us and let s share some experiences and have fun|2014-04-28|['Cars & Motorcycles', 'Outdoors & Adventure']
1348|5843112|Dublin Riak!|112|open|Wanna talk Riak Interested in distributed systems How about schema less databases Come chat with us listen to talks eat a pizza drink a beer|2012-11-14|['Tech']
1349|25705525|Malahide Social Meetup|332|open|Calling all Guys and Girls in Malahide and surrounding areas If like me you are relatively new to the local area and would like to meet a few more friendly faces then this is the meetup for you Or perhaps you live in area and want to expand your social circle then get joining too If dinner drinks and dancing your socks off in Gibney s sounds like a fun night out join us Or perhaps a trip to the cinema coffee with friends and a good old chat sounds appealing don t be shy and stop on by All welcome Hope to see you all soon at one of our Meetups Suzanne xx|2017-08-30|['Socializing']
1350|25698260|Firebase Dublin|75|open|All things unofficially Firebase Network Learn Collaborate This is Dublin s best place to meet with other firebase user s enthusiasts Join for the Collaboration Learning Networking Hiring Job opportunities Stay for the company socialising|2017-08-29|['Tech']
1351|25698242|Dublin Living Well with Type 1 Diabetes Meetup|3|open|This is a group for anyone with Type 1 Diabetes who would like to chat openly and honestly about living and coping with Diabetes This group will provide a forum for Type 1 diabetics to share their experiences and will offer a support network for diabetics outside of the medical arena|2017-08-29|['Health & Wellbeing', 'Support']
1352|25691070|Digital Marketing Meets Machine Learning|111|open|We re a team of marketing technology and hardcore data geeks running a digital marketing agency in Dublin We are passionate about working with digital analytics Paid Search Marketing and Machine Learning br We want to organise a meet up for the last Tuesday of every month where we can discuss how we are combining digital marketing machine learning automation to drive superior digital performance br We want to share our knowledge experience and challenges we have overcome working with these technologies We would welcome anyone who wants to speak about their experiences also If you are interested in speaking or sponsoring this event please contact brian adaptive ie Strictly for digital marketing analytics and machine learning professionals only br br|2017-08-29|['Tech']
1353|25634430|Business Improvement & Innovation Network|239|open|A Hands On networking learning experience focused on building relationships while gaining insights and perspectives from peers and expert speakers BIIN is a new free monthly networking learning event for leaders executives business owners While networking is central to the evening our aim is to build lasting relationships through shared learning experiences that add value to your organisation Each month a guest speaker will facilitate the event with networking and more importantly a team learning activity in their area of expertise A take home learning that you can apply in your organisation This shared learning experience allows members to connect at a deeper level and gain insights and perspectives from peers and expert speakers|2017-08-25|['Career & Business']
1354|25616949|ICO Ireland|308|open|ICO Ireland is dedicated to entrepreneurs interested in learning about Initial Coin Offerings for their blockchain idea or business and individuals and institutions who want to know more about participating in the new ICO method ICO Ireland includes blockchain and cryptocurrency experts venture investors lawyers and startup founders|2017-08-24|['Tech']
1355|19124605|Dublin Cinema Club|1046|approval|Meetup for movies films cinema Weekly events Venue varies mainly Cineworld Lighthouse and IFI|2015-11-15|['Movies & Film']
1356|13992462|The Data Scientist - Dublin|389|open|This group will concentrate on understanding the tools and skill sets needed to become an effective Data Scientist We will explore all topics related to the data lifecycle including acquiring new data sets parsing new data sets filtering and organizing data mining data patterns advanced algorithms visually representing data telling stories with data and softer skills such as negotiations and selling your ideas based upon data|2014-04-19|['Tech']
1357|29342109|Dublin Culture Vultures over 60|50|open|People who wish to interact with the finer things in life and who are over 60|2018-07-24|['Socializing']
1358|29351085|Kingswood/Tallaght Jogging|21|open|Training for a 5k 10k or just jogging to keep fit I started this group as there doesn t seem to be any other groups in this area for this purpose All ideas welcome|2018-07-25|['Fitness', 'Sports & Recreation']
1359|25613673|Our Beautiful World Hike|251|open|Hi guys This is a group for anyone interested in making a small difference in the world while meeting new people Together with RippleZoo a not for profit organisation which cares about the world and environment we will celebrate our planet Earth with a hike It is a great way to enjoy our world while making new friends Afterwards we can go to the pub or have food together and get to know each other How does that sound|2017-08-24|['Community & Environment', 'Movements & Politics']
1360|19117689|Yoga for pregnancy|48|open|At Yoga Mom s we believe that having a baby is one of the most important events in any woman s life We aim to provide the highest possible standard of support to ensure that the experience of pregnancy and birth is a positive and memorable one Pregnancy is a wonderful time to practice yoga Specialised pregnancy yoga classes will help a woman both emotionally and physically Due to hormonal and structural changes in her body a woman needs to be correctly coached by her teacher and there can be many contraindications to yoga in pregnancy Dedicated pregnancy yoga can help with many common pregnancy problems and provide information on Backache pelvic pain fluid retention Optimal foetal positioning Connection to the breath for labour and birth Emotional bonding with baby Pelvic floor exercises Positions for labour|2015-11-13|['Parents & Family']
1361|25585106|Over 35s Dublin 6 a side football Meetup|42|open|Anyone that s over 35 or there abouts and that up for a weekly game I m just seeing if there is enough people interested in a game in blanchartstown coolmine area|2017-08-22|['Fitness', 'Sports & Recreation']
1362|19111172|Elm User Group Dublin|144|open|A group dedicated to Elm programming Come along to learn about Elm chat and hack on Elm projects We ll be running social meetups talks and maybe hack days We re an inclusive group we want folks of all technical levels who are interested in learning or using Elm If Elm is your first programming language good for you you ve made a good choice If you ve been programming for years and you re dipping your toes into this functional lark then you re really going to like Elm We adhere to the conference code of conduct|2015-11-11|['Tech']
1363|25583830|Dublin Thyroid Support Group|7|approval|If you suffer from Hashimoto s like me or other related autoimmune disease I want you to know that you are not alone I would like to see how many of us are out there The aim will be to support each other exchange ideas on how to feel better discuss alternative ways of coping with the disease and most importantly have fun Can t wait to meet you all|2017-08-22|['Health & Wellbeing', 'Support']
1364|25583680|The Five O'Clock Talk (about God) - 15 mins with coffee|32|open|What is your only hope satisfaction in life and in death This group is for everyone interested to explore investigate the Christian faith regardless of background or convictions Sceptics philosophers and thinkers religious or secular whatever your faith perspective you re invited Expect a warm welcome some food for thought a 15 min talk informal discussion SUNDAYS Clongriffin Hub Clongriffin Main St|2017-08-22|['New Age & Spirituality', 'Paranormal', 'Religion & Beliefs']
1365|29379314|Gaymers LGBTQ+ Ireland|84|open|This is a group for LGBTQ Geeks Gamers who want to meet Bi Monthly in Dublin to Talk about gaming series boardgames animes rpg consoles play games etc Everyone is welcome no matter gender sexual orientation race origin religion etc I am starting this group with other geeks in Dublin to meet other LGTBQ geeks Each meeting we will talk about some different themes and suggestions are welcome prior to the meetings from participants Looking forward to meet you all|2018-07-28|['Games', 'Sci-Fi & Fantasy']
1366|19106673|Karaoke Sing along :)|416|open|Sick of just singing to yourself in the shower ever wish you could be in a room with a bunch of merry people belting out some rock and roll producing some pop murdering some ballads or just erm camping out some camp Well then this is the group for you The goal is to get a few people together book a karaoke room all to ourselves for an hour or 3 and just have a good time There s some Karaoke rooms on Capel street so when we have enough interest an event will be scheduled Price will depend on how many people want to come as the room is by the hour rather than per person There s is a bar in most of the Karaoke places so if you want to lubricate the old vocal chords that s great or of you want to just spend your time singing your heart out that s awesome to Main point is just to meet people and have a good time|2015-11-10|['Music']
1367|19106042|Landlords Assertive Meetup Body|21|open|Landlords Assertive Meetup Body is for anybody involved in the private residential rental business buy to let It s a support group for Irish Landlords where we will meetup and get to know each other and through our discussions and interactions we will help give tips devise strategies advise and encourage each other to make our business one that is successful and smooth running|2015-11-09|['Career & Business']
1368|13956842|Starting or Expanding a Business in Dublin|325|open|Matching people with ideas contacts skills amp assets to help start and expand businesses The group was partly inspired from listening to the frustrations of small business owners trying to get to the next stage of their development Also inspired by an article I read called Time to get connected for the freelance future which talks about an Argentinean government initiative which matched young entrepreneurs with recently unemployed experienced people to help develop their business further The aim of the group is to match members who can form mutually beneficial partnerships We have two broad segments we d like to help start ups and small businesses For start ups we d like to be a resource to find people to join your company For example say if you ve an accounting background but are trying to develop an idea for software which would be beneficial to your clients You could attend our meetings and network with software developers looking to start their own company For existing small business we d like to create referral groups These are groups of members with the same target client but are not in competition with each other Eg Accountant Web developer Graphic Designer Content writer etc could form their own referral group Once happy with the level of service of each member they could begin passing recommendations to each other Increasing revenue and reducing marketing costs|2014-04-17|['Career & Business']
1369|29395409|Ambrosus Dublin|90|open|Originally founded in Switzerland Ambrosus combines blockchain technology with the most cutting edge Internet of Things IoT hardware to provide a new level of security and transparency to global food and pharmaceutical supply chains As the future backbone of smart cities Ambrosus technology allows for consumers to trace and monitor where their food and medicine comes from while also allowing enterprises to optimise their supply chain data flows Find out more ambrosus com|2018-07-30|['Tech']
1370|29403128|Mini-Trampoline, Acrobatics, Handstand Classes|49|open|All Levels Complete Beginners Beginners Improvers and Advanced Workshop Content The content will be adapted based on the level of the class Different exercise will be given for different levels Here is an indication of the class structure Warm up conditioning flexibility Handstands handstands with spot for beginners figures for improvers handstands canes for advenced Floor acrobatics tumble cartwheel round off for beginner roundoff back handspring roundoff back flip for advanced Minitrampoline basic jump dive roll for beginners somersault for improvers pike with twist for advanced|2018-07-31|['Fitness', 'Sports & Recreation']
1371|13629682|Dublin Eating Disorder Recovery Meetup|16|open|The Freedom Journey THIS IS A GROUP FOR SUFFERERS DEDICATED TO FULL RECOVERY FROM EATING DISORDER Eating Disorder Distress is widely misunderstood and often neglected This is a 4 week Group Therapy meetup that gives insight and understanding of what this condition is it s roots and complications some recovery tools and lots of recovery hope The first key to a successful journey to recover from Eating Distress is that you decide to expand your knowledge of the condition The group will be anonymous you don t need to put up your pics and you can give yourself any name you like Host of the group is a qualified and highly experienced Eating Disorder Specialist The group sessions will be guided in a confidential friendly safe and non judgemental way Full recovery is possible step by step 4 weeks 2 hrs per group session evening Minimum participants 10 Low cost Euro 30 p session Ongoing monthly support group in Dublin|2014-03-30|['Health & Wellbeing', 'Support']
1372|25526480|Irish Behavioural Science & Policy Network (IBSPN)|133|open|The purpose of Irish Behavioural Science and Policy Network IBSPN is to bring together the thinkers and doers of behavioural science in Ireland We want members of the network to share discuss and debate how behavioural insights can and should be applied in the business academic and public policy domains in Ireland Topics discussed often include nudging decision making psychology behavioural insights policy economics behavioural economics|2017-08-18|['Education & Learning']
1373|25525974|dublin .NET developers|67|approval|An independent user group for developers with an interest in NET functional and alternative technology|2017-08-18|['Tech']
1374|25516722|Wildflower and edible plant walk|14|open|As part of the Heritage Week 2017 Young Friends of the Earth is organising a public wildflower and edible plant walk This will take place at the Irishtown Nature Reserve with a meeting point on Sandymount Beach Ringsend side|2017-08-17|['Community & Environment', 'Movements & Politics']
1375|13552862|Ascension Meditation Dublin|80|open|We are spiritual beings having physical experiences on the Earth School On this journey the challenge before us is to remember who we truly are and to walk the path of the Soulful life An essential element of consciously living in soul alignment and spiritual intimacy is the energy work of ascension Ascension often has religious connotations but is in fact the spiritual goal of all humanity whether conscious or not In essence ascension can be interpreted as a coming home our consciousness expands and we remember the powerful beings that we are This is a time of transformation it is the time to come forward and acknowledge that we are not alone We have unlimited access to a multitude of ascended masters archangels and beings of light of the Cosmic and Planetary Spiritual Hierarchy to assist us on our journey However they need our permission to work with us and patiently await our call and our willingness to serve This is the essence of Ascension meditation we consciously work with the Spiritual Hierarchy to raise our light quotient increase our connection to our Soul Beloved I Am Presence and offer our lives in the service of Spirit in whatever form this may take Entering the Forest is the symbolic landscape for multidimensional living In the Forest we encounter much that third dimensional living denies Each experience is entirely subjective there is no right or wrong path or journey only that which you decide The Forest provides the portal for meeting the energies and beings to guide us towards the next step on our ascension journey Whether this guidance comes in the form of a Deva an energy an aspect of Self or an Ascended Master the experience is one that promotes peace insight and well being If you long for a deeper intimacy with Spirit believe the time is right to release all old patterns and limitations and want to live a more fulfilled and Soulful life then Ascension meditation is for you For more information on Ascension meditations and retreats check out EnteringtheForest at We look forward to sharing this journey with you|2014-03-26|['New Age & Spirituality', 'Paranormal', 'Religion & Beliefs']
1376|25513356|Lisk Ireland|52|open|This group will gather all people interested in Lisk io crypto platform Future meetups will from this group will be exclusively about Lisk|2017-08-17|['Tech']
1377|29432927|Serendipity Meetups|29|open|Inspired by traveling and this magical human ability to just connect without a name past history just as is in the moment of realness This is a space for serendipitous soulful realness of being alive the experiences of being human And randomly bumping into exciting moments of repeatedlessness|2018-08-03|['Socializing']
1378|25498394|Dublin International Road  Trips and Travel✈️🚙⛵️|1629|open|Hello Bonjour Cze Ciao Hallo Hola Marhabaan Salve Welcome to this adventure holiday travel group We are a community who have a passion for traveling enjoying the best things in life in a cost effective way Let s stop looking at photos of friends and strangers having a good time on Instagram Facebook and make our travel dreams a reality Us organizers don t belong to a travel agency We are just here to create a platform for like minded people to connect with each other We will try our best to schedule trips so you can join us in a group visiting places but the true success of this group is up to each and every one of its members Pleas like our Facebook page Thank You If you have a holiday plan and would love to have company you are most welcome to use this meetup group to find potential travel mates Send us a message with a travel plan and we ll see if we can schedule a meetup on this group|2017-08-15|['Cars & Motorcycles', 'Outdoors & Adventure']
1379|25473208|Balance Your Life Therapy Workshop|47|open|Balance Your Life Therapy focuses on a number of techniques and tools that are designed to bring more equilibrium balance in all aspects of life This workshop is an introduction to nutrition meditation psychology neuroscience quantum physics biology|2017-08-13|['New Age & Spirituality', 'Paranormal', 'Religion & Beliefs']
1380|19096676|Dun Laoghaire LexIcon Library Maker Drop in evenings|665|open|Have an idea but need some help figuring out where to get started or what creative technologies might help bring the idea to life Maybe you just want to bounce your idea off someone else Drop in to the LexIcon Lab where our Creative Technology Curator Dr Jake Rowan Byrne other makers and members of the community will be there and keen to help out So bring along projects you re working on so we can work on them together Or if you re just starting bring the idea and we ll help you get started We want you to help make the LexIcon Lab a place where the future s in the making See more at|2015-11-06|['Tech']
1381|13459892|Dublin Skateboarding Meetup - Longboard cruises  all welcome|84|open|This is a group for anyone interested in skateboarding and or surfing I used to skateboard on some fairly cruddy boards as a kid for years I am now 36 years old and recently acquired a longboard but notice it is relatively unused despite a longing to carve up the road pavement I spend as much time as possible trying to develop as a surfer but am still an amateur I am looking to meet other skaters who wish to explore and go for longboard cruises have car will travel open to suggestions on any scenic routes etc and may even revive thirst for skating shortboards again nothing off the table and lets face it there are all sorts of skate goodies these days which were not available around Dublin 20 years ago Lets carve it up|2014-03-20|['Cars & Motorcycles', 'Outdoors & Adventure']
1382|29456531|Finding things to do in Dublin|227|open|Every week we will meet in a different venue bar restaurant etc to give details on fantastic things to do across Dublin All for one very affordable price We have negotiated exclusive discounted drinks and refreshments for the group attendees e g Half price on select craft beers and bottles of Prosecco If you like to try new things know what you want to look for or just want to be inspired this group is for you You ll also get to meet people like you A great way to socialise find friends extend your network and stretch yourself to do something new|2018-08-06|['Socializing']
1383|25468998|Back Home in Dublin!|50|open|This is a group for those who have just returned to Dublin to put down roots after living overseas for several years H I m Lisa and I ve just returned home to Dublin after ten years living in Australia It s a fantastic time to be home in Dublin and the city is more exciting than ever I ve been back for a while but haven t fully embraced getting to know the social scene new restaurants etc yet If you are returning to Dublin after several years away join me in getting to know our wonderful city with some weekly hangouts drinks meals out concerts movies whatever the mood takes us And hopefully we ll make some great friends along the way Lisa|2017-08-13|['Socializing']
1384|25467529|Dublin digital media meetup (DDMM)|37|approval|This meetup will be organized every month Please know that we not sell promote ask for money or get sponsored by any organization It will be only for people working or study digital media and design You could be working or study graphic design UX design innovation Adobe products 3D Webdesign social media sales Virtual Reality WordPress programming apps adwords adsense SEO marketing etc Please make sure you have some sort of website or portfolio before you decide join Each meetup will only host 5 or 6 people because I have the goal that we really get to know each other and not just attend a big sponsored networking event What also could be nice but not with this group Please only join when you are willing to share your online portfolio Facebook real name picture Linkedin Snapchat Instagram profile etc with the group The idea to learn from each other and know each other We not look for secret designers or people that want to hide themselves online We maybe also setup after the first meeting a Whatsapp where we can share ideas and add people that have a connection with Dublin and Digital Media Their is no need to meetup every week It is no problem if you not around much Because we are digital We could be anywhere As long you can attend 1 meeting About me I am Bianca A Dutch native living almost 10 years in Ireland I have a certificate diploma in International Business a degree in Psychology and I currently study part time for my master in digital media and design I work full time as an Inside sales specialist account manager in IBM I sell products like SPSS Algoritmics Notes and Cognos My goal is to bring my business sales accountmanager and psychology skills together with digital media innovation design and marketing At the moment I am building my portfolio but I am already running a travel blog www ontheroadwithbianca com Please introduce your self Share your goals work and ideas It doesn t matter if English is not your first language We will understand each other by visual design and digital media|2017-08-13|['Career & Business']
1385|25462896|Kulture Klik Dublin|41|open|Are you looking for fun interesting ways of connecting with people There is so much to explore in this big wide world and Dublin is a fantastic starting point I m sure you agree Kulture Klik s mission is to help single people find their long term soulmates by helping them connect at cultural events So how about visiting the latest art gallery watching the latest play attending a festival the list is endless If you have a passion to explore new interests and broaden your horizons with like minded people then this is the group for you Who knows you may even find your soulmate I look forward to meeting you all soon Sam x|2017-08-12|['Socializing']
1386|25460726|5-Week Handstand Course with Sevesfeathers|71|open|This course suits anyone who wants to hold a handstand or develop their free standing practice Find fun and unconventional ways to keep fit work on mobility and flexibility Whether you are an absolute beginner or can already free stand this course will provide you with a wide array of efficient exercises and progressions to take home to your own practice with a view to assessing and troubleshooting recurrent issues as well as overcoming plateauing You will avail of individual hands on coaching to help you find your line Banana shaming prohibited while still definitely being stack seekers Repeaters will be given variations and upgrades to ensure progression|2017-08-12|['Fitness', 'Sports & Recreation']
1387|19091192|Ryanair Labs Dublin|410|open|If you are passionate about IT technologies this group is for you Ideal for anyone who wants to talk about IT related topics and increase their digital skills It doesn t matter if you are amateur or professional our community wants to help everyone to learn programming present new technologies and talk about UX and UI If you have never worked in the IT industry or you have always wondered what it is all about join us and check if it is something that fits you Do you have an idea for an IT meetup Do not hesitate to drop us a message and we will help you to organize the event It s all about people who admire new challenges|2015-11-04|['Tech']
1388|25459978|Dublin  Night Hiking Meetup|956|open|I ll be running guided night hike s full moon hikes and sunset hikes around Dublin and Wicklow and also hiking weekends in locations around Ireland I ll be running Sunday hikes and I ll also be running training days in map reading and navigation etc A quick important note about how I operate I like to run Hikes in small groups 5 min to 12 max although some weekends or bigger hikes I might go up to 20 with another guide Once people have sent an rsvp I then contact each member directly to ask for confirmation of attendance I then send out more details about the hike it is really important to confirm after sending an rsvp as I need a minimum of 5 confirmed members to run a hike|2017-08-12|['Cars & Motorcycles', 'Outdoors & Adventure']
1389|25450467|Non-alcohol and Clean Eating Meetup|149|open|This group is for people who wants to socialise without alcohol and also into fitness and clean eating Every weekend there will be a Meetup in a non alcoholic cafe or outdoors So if you re looking to have a great social life without alcohol feel free to join p|2017-08-11|['Socializing']
1390|25440547|Baking for fun. A meet up for people who like baking.|252|open|If you like baking then this is the group We can decide on a theme each meet up We can take turns to host if possible and share our results|2017-08-10|['Food & Drink']
1391|19086166|Action for Happiness Dublin|165|open|Action for Happiness is a movement of people committed to building a happier and more caring society This is a group to inspire and support people to take action for a happier and more caring world Members take action to increase wellbeing in their homes workplaces schools and local communities Join our facebook group|2015-11-03|['Health & Wellbeing', 'Support']
1392|5597722|Start-Ed Dublin: Free legal forum for Startups|1867|open|The purpose of Start Ed is to provide an open forum in which entrepreneurs get to discuss business relevant legal issues and share their experiences in a group setting law students get to participate learn from the live discussions and make connections all participants get to increase their general knowledge of startup law Please note that StartEd is intended as a forum for facilitating general discussions regarding business related legal issues The purpose of our group is not to provide legal services or act as a replacement for legal advice When usually once a month or more frequently subject to demand Where incubators and co working spaces around Dublin We look forward to seeing you at one of our meetups|2012-10-28|['Tech']
1393|5523062|Agile-Lean meetup Dublin|884|open|Group for the individuals who meet up to discuss Agile and Lean in Dublin The general idea of these meetups is to get people together who are using some aspects of Agile and Lean in a software development IT DevOps context to discuss their experiences and get fresh perspectives LinkedIn Group|2012-10-23|['Tech']
1394|1491756|Comedy Comedy!!|4253|open|We like going to live comedy shows and fun comedy related events in Dublin to have a laugh and to get to know other people in the meetup group If you like comedy or even just feel like a night out it can be great fun and relaxing too Laughter has many benefits apart from just feeling good The meetup group at an event in Dublin Everyone is welcome and we hope you will come to one of our meetups soon aidan|2009-07-18|['Socializing']
1395|25429526|The Coffee Shop Sessions|163|open|I am arranging a pub type session in a coffee shop in Dublin north central I will provide the musicians but need people to attend as customers so that I break even the greater the sales the less I pay for the venue The event is free child friendly and sober on a Sunday afternoon Anyone interested in live music away from the pub is welcome|2017-08-10|['Music']
1396|19080447|Cloud Native Ireland|310|open|This meetup is for all developers devops appops SREs admins architects and developers who want to meet users of cloud native technologies such as Kubernetes or Prometheus to exchange best practices share experiences and discuss upcoming features If you want to hang out and chat consider joining the CNCF Slack Community we re in the ireland channel|2015-11-01|['Tech']
1397|29487819|What do Mormons really believe? (Mormons Meetup)|3|open|Having a chat with 3 Mormons about what do Mormons really believe in Stephens green park|2018-08-10|['New Age & Spirituality', 'Paranormal', 'Religion & Beliefs']
1398|25413008|Dublin Hip Hop Culture Meetup|94|open|For hip hop listeners producers rappers and DJ s alike A meetup for hip hop heads to share their favourite music with likeminded people have some drinks and craic and find collaboration opportunities|2017-08-08|['Music']
1399|19072134|Dublin Tech Sales Trainers and Enablement|67|approval|A Group for Folks working in the Tech Industry in Dublin specifically involved in Training and Enablement for Sales Who should join Those interested or Already in a career where they train Sales People either in Sales Devlopment Inside Sales or Field Sales and in all Methodologies such as SPIN Sandler etc Why should members join To learn and share ideas what s worked what s new What can members expect out of the group Fun and sharing Community The plan is to meet in a social setting and to facilitate people in similar roles supporting and brainstorming their ideas if they so wish or just networking if that s their preference there is no expectation or judgement here|2015-10-29|['Tech']
1400|25378788|Dublin Artificial Intelligence Meetup|65|open|Anyone interested in what AI Robotics is in a practical and insightful environment to help organisations take next steps with the hype removed Solving the inefficient paper problem using AI Machine Learning Scaling up a robotics digital workforce to deliver efficiencies and pass repetitive high volume low complexity tasks to machines so that your organisation can focus on value add Creating a new channel virtual assistant for customer contact IT service Desk and many other functions using AI Machine Learning in the form of a chatbot|2017-08-06|['Tech']
1401|25344088|Responsible Innovation Meetup|156|open|Let s design a better future Looking for next level innovation to create value we are all about learning exploring and encouraging new pathways towards building better businesses The aim of this group is to introduce responsible innovation as an adaptable business concept help you to build your network with people like minded and gain applicable knowledge The highlighted topics we will be discussing include the new dimensions of innovation successful business models incorporating shared values transformational leadership and next level of investments Join us and be part of the change|2017-08-04|['Career & Business']
1402|25338238|Dublin 18 Meditation Meetup|84|open|Welcome Everyone We set this group up of meditation classes in Dublin 18 because we believe everyone has the ability to find inner peace and calm in this turbulent world We believe in the gentle power of meditation and how it can transform your life over time session by session We believe in developing enriching friendships with others who are on the same path so we can support and encourage one another along the way A little bit about Lisa who leads the sessions Lisa has studied the art of meditation in both India Europe She completed her official teacher training over in the UK however she has since fine tuned her technique with all the best bits that she has been taught along the way after 10 years of practicing studying meditation Her technique is heart based as much as it is mind based Bringing you greater personal power as well as peace of mind understanding Lisa is still very much on her own personal meditation journey is very excited to share with you all that she has learned so far|2017-08-04|['Health & Wellbeing', 'Support']
1403|19070562|Technologists supporting the Red Cross|44|open|The Irish Red Cross has become the first Red Cross ever to capture information about what every day citizens of a country are willing to donate to those in crisis beyond money including accommodation support services and goods Please see www redcross ie registerofpledges As volunteer technologists we are supporting the Red Cross to develop this concept We built a 34 language platform for data capture which we have made freely available to humanitarian organisations Please see www refugeebnb com We are running a brain storming session next Tuesday The skillsets that will be of assistance to the Red Cross are as follows Developers Back End Front End API dev Analytics Data Science skills MySQL Tableau Search and Matching Machine Learning Product UX Design Form Design Workflow People experienced managing global multi language Websites Humanitarians Activists Social Community Workers Journalists Academics|2015-10-28|['Tech']
